66.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:16:32.0 (4320504)|STATEMENT_EXECUTE|[28]
16:16:32.0 (4322804)|VARIABLE_SCOPE_BEGIN|[28]|accId|Id|false|false
16:16:32.0 (4329424)|VARIABLE_ASSIGNMENT|[28]|accId|null
16:16:32.0 (4333093)|STATEMENT_EXECUTE|[29]
16:16:32.0 (4335484)|VARIABLE_SCOPE_BEGIN|[29]|Brnachid|Id|false|false
16:16:32.0 (4341915)|VARIABLE_ASSIGNMENT|[29]|Brnachid|null
16:16:32.0 (4345475)|STATEMENT_EXECUTE|[31]
16:16:32.0 (4348515)|HEAP_ALLOCATE|[31]|Bytes:286
16:16:32.0 (4361585)|HEAP_ALLOCATE|[31]|Bytes:4
16:16:32.0 (4370765)|HEAP_ALLOCATE|[31]|Bytes:7
16:16:32.0 (6019185)|SOQL_EXECUTE_BEGIN|[31]|Aggregations:0|SELECT id, Name, RMD_Branch__r.ID, RMD_Branch__r.Reader_Insight_Question_1__c, RMD_Branch__r.Reader_Insight_Question_2__c, RMD_Branch__r.Reader_Insight_Question_3__c, RMD_Branch__r.Reader_Insight_Question_4__c, RMD_Branch__r.Reader_Insight_Question_5__c FROM Account WHERE id = :tmpVar1
16:16:32.0 (19483510)|SOQL_EXECUTE_END|[31]|Rows:1
16:16:32.0 (19517790)|HEAP_ALLOCATE|[31]|Bytes:8
16:16:32.0 (19546121)|HEAP_ALLOCATE|[31]|Bytes:336
16:16:32.0 (19652754)|HEAP_ALLOCATE|[31]|Bytes:8
16:16:32.0 (19676063)|VARIABLE_SCOPE_BEGIN|[31]|acc|List<Account>|true|false
16:16:32.0 (20075593)|VARIABLE_ASSIGNMENT|[31]|acc|[{"Id":"001e200000Omx3EAAR","RMD_Branch__c":"a0U7F00000BBDuLUAX","RMD_Branch__r":{"Reader_Insight_Question_3__c":"a1J2t000002JSnbEAG","Reader_Insight_Question_2__c":"a1J2t000002JSqKEAW","Id":"a0U7F00000BBDuLUAX","Reader_Insight_Question_4__c":"a1J2t000002JSngEAG","Reader_Insight_Question_1__c":"a1J2t000000nVo6EAE"},"Name":"BHAGYASHREE H PAWAR"}]|0x1b7f1cfd
16:16:32.0 (20088494)|STATEMENT_EXECUTE|[32]
16:16:32.0 (20095454)|HEAP_ALLOCATE|[32]|Bytes:337
16:16:32.0 (20127874)|HEAP_ALLOCATE|[32]|Bytes:4
16:16:32.0 (21339444)|SOQL_EXECUTE_BEGIN|[32]|Aggregations:0|SELECT id, Account.id, Account.RMD_Branch__r.ID, Account.RMD_Branch__r.Reader_Insight_Question_1__c, Account.RMD_Branch__r.Reader_Insight_Question_2__c, Account.RMD_Branch__r.Reader_Insight_Question_3__c, Account.RMD_Branch__r.Reader_Insight_Question_4__c, Account.RMD_Branch__r.Reader_Insight_Question_5__c FROM Case WHERE id = :tmpVar1
16:16:32.0 (28688031)|SOQL_EXECUTE_END|[32]|Rows:0
16:16:32.0 (28729601)|HEAP_ALLOCATE|[32]|Bytes:4
16:16:32.0 (28760993)|HEAP_ALLOCATE|[32]|Bytes:0
16:16:32.0 (28877565)|HEAP_ALLOCATE|[32]|Bytes:4
16:16:32.0 (28899796)|VARIABLE_SCOPE_BEGIN|[32]|casedata|List<Case>|true|false
16:16:32.0 (28926597)|VARIABLE_ASSIGNMENT|[32]|casedata|[]|0x234fdaed
16:16:32.0 (28933726)|STATEMENT_EXECUTE|[33]
16:16:32.0 (28940606)|HEAP_ALLOCATE|[33]|Bytes:386
16:16:32.0 (28958898)|HEAP_ALLOCATE|[33]|Bytes:4
16:16:32.0 (30787971)|SOQL_EXECUTE_BEGIN|[33]|Aggregations:0|SELECT id, RMD_Account__r.id, RMD_Account__r.RMD_Branch__r.ID, RMD_Account__r.RMD_Branch__r.Reader_Insight_Question_1__c, RMD_Account__r.RMD_Branch__r.Reader_Insight_Question_2__c, RMD_Account__r.RMD_Branch__r.Reader_Insight_Question_3__c, RMD_Account__r.RMD_Branch__r.Reader_Insight_Question_4__c, RMD_Account__r.RMD_Branch__r.Reader_Insight_Question_5__c FROM Lead WHERE id = :tmpVar1
16:16:32.0 (39896591)|SOQL_EXECUTE_END|[33]|Rows:0
16:16:32.0 (39946712)|HEAP_ALLOCATE|[33]|Bytes:4
16:16:32.0 (39986374)|HEAP_ALLOCATE|[33]|Bytes:0
16:16:32.0 (40131476)|HEAP_ALLOCATE|[33]|Bytes:4
16:16:32.0 (40155898)|VARIABLE_SCOPE_BEGIN|[33]|leaddata|List<Lead>|true|false
16:16:32.0 (40192278)|VARIABLE_ASSIGNMENT|[33]|leaddata|[]|0x73578170
16:16:32.0 (40200779)|STATEMENT_EXECUTE|[34]
16:16:32.0 (40208489)|HEAP_ALLOCATE|[34]|Bytes:344
16:16:32.0 (40232370)|HEAP_ALLOCATE|[34]|Bytes:4
16:16:32.0 (42211677)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:0|SELECT id, Account.id, Account.RMD_Branch__r.ID, Account.RMD_Branch__r.Reader_Insight_Question_1__c, Account.RMD_Branch__r.Reader_Insight_Question_2__c, Account.RMD_Branch__r.Reader_Insight_Question_3__c, Account.RMD_Branch__r.Reader_Insight_Question_4__c, Account.RMD_Branch__r.Reader_Insight_Question_5__c FROM Opportunity WHERE id = :tmpVar1
16:16:32.0 (49611936)|SOQL_EXECUTE_END|[34]|Rows:0
16:16:32.0 (49660487)|HEAP_ALLOCATE|[34]|Bytes:4
16:16:32.0 (49708258)|HEAP_ALLOCATE|[34]|Bytes:0
16:16:32.0 (49823621)|HEAP_ALLOCATE|[34]|Bytes:4
16:16:32.0 (49847581)|VARIABLE_SCOPE_BEGIN|[34]|opp|List<Opportunity>|true|false
16:16:32.0 (49873862)|VARIABLE_ASSIGNMENT|[34]|opp|[]|0x79098c13
16:16:32.0 (49880142)|STATEMENT_EXECUTE|[35]
16:16:32.0 (49886892)|HEAP_ALLOCATE|[35]|Bytes:3
16:16:32.0 (50117388)|HEAP_ALLOCATE|[35]|Bytes:93
16:16:32.0 (50160459)|HEAP_ALLOCATE|[35]|Bytes:96
16:16:32.0 (50213670)|USER_DEBUG|[35]|DEBUG|acc(Account:{Id=001e200000Omx3EAAR, Name=BHAGYASHREE H PAWAR, RMD_Branch__c=a0U7F00000BBDuLUAX})
16:16:32.0 (50297532)|STATEMENT_EXECUTE|[36]
16:16:32.0 (50337263)|STATEMENT_EXECUTE|[46]
16:16:32.0 (50360014)|STATEMENT_EXECUTE|[56]
16:16:32.0 (50362384)|STATEMENT_EXECUTE|[66]
16:16:32.0 (50366274)|HEAP_ALLOCATE|[66]|Bytes:10
16:16:32.0 (50399315)|HEAP_ALLOCATE|[66]|Bytes:2
16:16:32.0 (50412444)|HEAP_ALLOCATE|[66]|Bytes:12
16:16:32.0 (50422675)|USER_DEBUG|[66]|DEBUG|qsids---->{}
16:16:32.0 (50457616)|STATEMENT_EXECUTE|[67]
16:16:32.0 (50459896)|STATEMENT_EXECUTE|[68]
16:16:32.0 (50493846)|HEAP_ALLOCATE|[68]|Bytes:20
16:16:32.0 (50643329)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (50654741)|STATEMENT_EXECUTE|[69]
16:16:32.0 (50661730)|HEAP_ALLOCATE|[69]|Bytes:20
16:16:32.0 (50698352)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (50707022)|STATEMENT_EXECUTE|[70]
16:16:32.0 (50712622)|HEAP_ALLOCATE|[70]|Bytes:20
16:16:32.0 (50745503)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (50754363)|STATEMENT_EXECUTE|[71]
16:16:32.0 (50760063)|HEAP_ALLOCATE|[71]|Bytes:20
16:16:32.0 (50827774)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (50838085)|STATEMENT_EXECUTE|[72]
16:16:32.0 (50946088)|HEAP_ALLOCATE|[72]|Bytes:20
16:16:32.0 (50977297)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (50985749)|STATEMENT_EXECUTE|[73]
16:16:32.0 (50991629)|HEAP_ALLOCATE|[73]|Bytes:20
16:16:32.0 (51117402)|VARIABLE_ASSIGNMENT|[73]|accId|"001e200000Omx3EAAR"
16:16:32.0 (51124872)|STATEMENT_EXECUTE|[74]
16:16:32.0 (51131962)|HEAP_ALLOCATE|[74]|Bytes:20
16:16:32.0 (51239295)|VARIABLE_ASSIGNMENT|[74]|Brnachid|"a0U7F00000BBDuLUAX"
16:16:32.0 (51245165)|STATEMENT_EXECUTE|[75]
16:16:32.0 (51253944)|HEAP_ALLOCATE|[75]|Bytes:20
16:16:32.0 (51287516)|HEAP_ALLOCATE|[75]|Bytes:18
16:16:32.0 (51301385)|HEAP_ALLOCATE|[75]|Bytes:21
16:16:32.0 (51312977)|USER_DEBUG|[75]|DEBUG|acca1J2t000002JSngEAG
16:16:32.0 (51321097)|STATEMENT_EXECUTE|[77]
16:16:32.0 (51335497)|HEAP_ALLOCATE|[77]|Bytes:4
16:16:32.0 (51365758)|VARIABLE_SCOPE_BEGIN|[77]|notqsid|Set<Id>|true|false
16:16:32.0 (51398599)|VARIABLE_ASSIGNMENT|[77]|notqsid|[]|0x443819da
16:16:32.0 (51407319)|STATEMENT_EXECUTE|[79]
16:16:32.0 (51410639)|STATEMENT_EXECUTE|[80]
16:16:32.0 (51415108)|HEAP_ALLOCATE|[80]|Bytes:180
16:16:32.0 (51434760)|HEAP_ALLOCATE|[80]|Bytes:4
16:16:32.0 (51470349)|HEAP_ALLOCATE|[80]|Bytes:7
16:16:32.0 (52296889)|SOQL_EXECUTE_BEGIN|[80]|Aggregations:0|SELECT ID, Options__c, Reader_Insight_Question__c, Question__c, Answer_Type__c FROM Reader_Insight__c WHERE (RecordTypeId = :tmpVar1 AND Account__c = :tmpVar2 AND Active__c = TRUE)
16:16:32.0 (63413468)|SOQL_EXECUTE_END|[80]|Rows:0
16:16:32.0 (63458340)|HEAP_ALLOCATE|[80]|Bytes:4
16:16:32.0 (63481759)|HEAP_ALLOCATE|[80]|Bytes:0
16:16:32.0 (63541392)|HEAP_ALLOCATE|[80]|Bytes:4
16:16:32.0 (63581612)|VARIABLE_ASSIGNMENT|[80]|answReaderlist|[]|0x57cca07b
16:16:32.0 (63815398)|HEAP_ALLOCATE|[92]|Bytes:5
16:16:32.0 (63844629)|VARIABLE_ASSIGNMENT|[92]|rinc|null|
16:16:32.0 (63852179)|STATEMENT_EXECUTE|[92]
16:16:32.0 (63854879)|STATEMENT_EXECUTE|[95]
16:16:32.0 (63860368)|HEAP_ALLOCATE|[95]|Bytes:12
16:16:32.0 (63915551)|HEAP_ALLOCATE|[95]|Bytes:2
16:16:32.0 (63932641)|HEAP_ALLOCATE|[95]|Bytes:14
16:16:32.0 (63968552)|USER_DEBUG|[95]|DEBUG|notqsid---->{}
16:16:32.0 (63979362)|STATEMENT_EXECUTE|[96]
16:16:32.0 (63982872)|HEAP_ALLOCATE|[96]|Bytes:142
16:16:32.0 (64002233)|HEAP_ALLOCATE|[96]|Bytes:4
16:16:32.0 (64024193)|HEAP_ALLOCATE|[96]|Bytes:7
16:16:32.0 (64619447)|SOQL_EXECUTE_BEGIN|[96]|Aggregations:0|SELECT ID, Options__c, Question__c, Answer_Type__c FROM Reader_Insight__c WHERE (RecordTypeId = :tmpVar1 AND Id = :tmpVar2 AND Id != :tmpVar3)
16:16:32.0 (72885157)|SOQL_EXECUTE_END|[96]|Rows:4
16:16:32.0 (72917667)|HEAP_ALLOCATE|[96]|Bytes:20
16:16:32.0 (72949188)|HEAP_ALLOCATE|[96]|Bytes:700
16:16:32.0 (73000629)|HEAP_ALLOCATE|[96]|Bytes:20
16:16:32.0 (73020779)|VARIABLE_SCOPE_BEGIN|[96]|Readerlist|List<Reader_Insight__c>|true|false
16:16:32.0 (73171694)|VARIABLE_ASSIGNMENT|[96]|Readerlist|[{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."},{"Id":"a1J2t000002JSnbEAG","Options__c":"1. 25 years;2. 25-35 (58 more) ...","Answer_Type__c":"Single","Question__c":"Age Group"},{"Id":"a1J2t000002JSngEAG","Options__c":"Male;Female","Answer_Type__c":"Single","Question__c":"Gender"},{"Id":"a1J2t000002JSqKEAW","Options__c":"National;Global/Inte (110 more) ...","Answer_Type__c":"Multi Select","Question__c":"Which Section of The (40 more) ..."}]|0x70cdaa24
16:16:32.0 (73183124)|STATEMENT_EXECUTE|[99]
16:16:32.0 (73190183)|HEAP_ALLOCATE|[99]|Bytes:204
16:16:32.0 (73209274)|HEAP_ALLOCATE|[99]|Bytes:4
16:16:32.0 (73689736)|SOQL_EXECUTE_BEGIN|[99]|Aggregations:0|SELECT Reader_Insight_Question_1__c, Reader_Insight_Question_2__c, Reader_Insight_Question_3__c, Reader_Insight_Question_4__c, Reader_Insight_Question_5__c FROM RMD_Territory_Master__c WHERE ID = :tmpVar1
16:16:32.0 (77408615)|SOQL_EXECUTE_END|[99]|Rows:1
16:16:32.0 (77429335)|HEAP_ALLOCATE|[99]|Bytes:8
16:16:32.0 (77448576)|HEAP_ALLOCATE|[99]|Bytes:229
16:16:32.0 (77518469)|HEAP_ALLOCATE|[99]|Bytes:8
16:16:32.0 (77534818)|HEAP_ALLOCATE|[99]|Bytes:49
16:16:32.0 (77599961)|HEAP_ALLOCATE|[99]|Bytes:24
16:16:32.0 (77609330)|VARIABLE_SCOPE_BEGIN|[99]|Bccl|RMD_Territory_Master__c|true|false
16:16:32.0 (77692243)|VARIABLE_ASSIGNMENT|[99]|Bccl|{"Reader_Insight_Question_3__c":"a1J2t000002JSnbEAG","Reader_Insight_Question_2__c":"a1J2t000002JSqKEAW","Reader_Insight_Question_4__c":"a1J2t000002JSngEAG","Id":"a0U7F00000BBDuLUAX","Reader_Insight_Question_1__c":"a1J2t000000nVo6EAE"}|0x5c9e99f8
16:16:32.0 (77701782)|STATEMENT_EXECUTE|[100]
16:16:32.0 (77714172)|HEAP_ALLOCATE|[100]|Bytes:4
16:16:32.0 (77749834)|VARIABLE_SCOPE_BEGIN|[100]|RI|List<Reader_Insight__c>|true|false
16:16:32.0 (77758954)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (77769045)|VARIABLE_ASSIGNMENT|[100]|RI|[]|0x62c958f2
16:16:32.0 (77806445)|STATEMENT_EXECUTE|[103]
16:16:32.0 (77851176)|HEAP_ALLOCATE|[104]|Bytes:5
16:16:32.0 (77872597)|HEAP_ALLOCATE|[104]|Bytes:20
16:16:32.0 (77883247)|VARIABLE_SCOPE_BEGIN|[104]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (77928227)|VARIABLE_ASSIGNMENT|[104]|Checklist|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (77935948)|STATEMENT_EXECUTE|[104]
16:16:32.0 (78031651)|STATEMENT_EXECUTE|[105]
16:16:32.0 (78034611)|STATEMENT_EXECUTE|[106]
16:16:32.0 (78067911)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (78076581)|STATEMENT_EXECUTE|[107]
16:16:32.0 (78085861)|VARIABLE_ASSIGNMENT|[104]|Checklist|null|
16:16:32.0 (78112293)|HEAP_ALLOCATE|[110]|Bytes:5
16:16:32.0 (78125053)|HEAP_ALLOCATE|[110]|Bytes:20
16:16:32.0 (78132763)|VARIABLE_SCOPE_BEGIN|[110]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78171823)|VARIABLE_ASSIGNMENT|[110]|Checklist|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (78178143)|STATEMENT_EXECUTE|[110]
16:16:32.0 (78210984)|STATEMENT_EXECUTE|[111]
16:16:32.0 (78219965)|HEAP_ALLOCATE|[110]|Bytes:5
16:16:32.0 (78231006)|HEAP_ALLOCATE|[110]|Bytes:20
16:16:32.0 (78238585)|VARIABLE_SCOPE_BEGIN|[110]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78275247)|VARIABLE_ASSIGNMENT|[110]|Checklist|{"Id":"a1J2t000002JSnbEAG","Options__c":"1. 25 years;2. 25-35 (58 more) ...","Answer_Type__c":"Single","Question__c":"Age Group"}|0x62ca8aed
16:16:32.0 (78282457)|STATEMENT_EXECUTE|[110]
16:16:32.0 (78302396)|STATEMENT_EXECUTE|[111]
16:16:32.0 (78311538)|HEAP_ALLOCATE|[110]|Bytes:5
16:16:32.0 (78322387)|HEAP_ALLOCATE|[110]|Bytes:20
16:16:32.0 (78329707)|VARIABLE_SCOPE_BEGIN|[110]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78361689)|VARIABLE_ASSIGNMENT|[110]|Checklist|{"Id":"a1J2t000002JSngEAG","Options__c":"Male;Female","Answer_Type__c":"Single","Question__c":"Gender"}|0x751b9ff4
16:16:32.0 (78368548)|STATEMENT_EXECUTE|[110]
16:16:32.0 (78390239)|STATEMENT_EXECUTE|[111]
16:16:32.0 (78399540)|HEAP_ALLOCATE|[110]|Bytes:5
16:16:32.0 (78409989)|HEAP_ALLOCATE|[110]|Bytes:20
16:16:32.0 (78417180)|VARIABLE_SCOPE_BEGIN|[110]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78451131)|VARIABLE_ASSIGNMENT|[110]|Checklist|{"Id":"a1J2t000002JSqKEAW","Options__c":"National;Global/Inte (110 more) ...","Answer_Type__c":"Multi Select","Question__c":"Which Section of The (40 more) ..."}|0x259af1e4
16:16:32.0 (78458861)|STATEMENT_EXECUTE|[110]
16:16:32.0 (78479942)|STATEMENT_EXECUTE|[111]
16:16:32.0 (78482071)|STATEMENT_EXECUTE|[112]
16:16:32.0 (78500102)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (78508671)|STATEMENT_EXECUTE|[113]
16:16:32.0 (78515202)|VARIABLE_ASSIGNMENT|[110]|Checklist|null|
16:16:32.0 (78541112)|HEAP_ALLOCATE|[116]|Bytes:5
16:16:32.0 (78552413)|HEAP_ALLOCATE|[116]|Bytes:20
16:16:32.0 (78559683)|VARIABLE_SCOPE_BEGIN|[116]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78606594)|VARIABLE_ASSIGNMENT|[116]|Checklist|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (78615785)|STATEMENT_EXECUTE|[116]
16:16:32.0 (78658275)|STATEMENT_EXECUTE|[117]
16:16:32.0 (78668426)|HEAP_ALLOCATE|[116]|Bytes:5
16:16:32.0 (78681836)|HEAP_ALLOCATE|[116]|Bytes:20
16:16:32.0 (78688686)|VARIABLE_SCOPE_BEGIN|[116]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78729157)|VARIABLE_ASSIGNMENT|[116]|Checklist|{"Id":"a1J2t000002JSnbEAG","Options__c":"1. 25 years;2. 25-35 (58 more) ...","Answer_Type__c":"Single","Question__c":"Age Group"}|0x62ca8aed
16:16:32.0 (78735338)|STATEMENT_EXECUTE|[116]
16:16:32.0 (78755948)|STATEMENT_EXECUTE|[117]
16:16:32.0 (78758258)|STATEMENT_EXECUTE|[118]
16:16:32.0 (78774728)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (78783109)|STATEMENT_EXECUTE|[119]
16:16:32.0 (78789579)|VARIABLE_ASSIGNMENT|[116]|Checklist|null|
16:16:32.0 (78813620)|HEAP_ALLOCATE|[122]|Bytes:5
16:16:32.0 (78824649)|HEAP_ALLOCATE|[122]|Bytes:20
16:16:32.0 (78831820)|VARIABLE_SCOPE_BEGIN|[122]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78868930)|VARIABLE_ASSIGNMENT|[122]|Checklist|{"Id":"a1J2t000000nVo6EAE","Options__c":"Yes ; No","Answer_Type__c":"Single","Question__c":"Do you Think your Ne (44 more) ..."}|0x59096066
16:16:32.0 (78876341)|STATEMENT_EXECUTE|[122]
16:16:32.0 (78906032)|STATEMENT_EXECUTE|[123]
16:16:32.0 (78915841)|HEAP_ALLOCATE|[122]|Bytes:5
16:16:32.0 (78926792)|HEAP_ALLOCATE|[122]|Bytes:20
16:16:32.0 (78933753)|VARIABLE_SCOPE_BEGIN|[122]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (78969732)|VARIABLE_ASSIGNMENT|[122]|Checklist|{"Id":"a1J2t000002JSnbEAG","Options__c":"1. 25 years;2. 25-35 (58 more) ...","Answer_Type__c":"Single","Question__c":"Age Group"}|0x62ca8aed
16:16:32.0 (78975674)|STATEMENT_EXECUTE|[122]
16:16:32.0 (78994283)|STATEMENT_EXECUTE|[123]
16:16:32.0 (79002973)|HEAP_ALLOCATE|[122]|Bytes:5
16:16:32.0 (79013675)|HEAP_ALLOCATE|[122]|Bytes:20
16:16:32.0 (79020854)|VARIABLE_SCOPE_BEGIN|[122]|Checklist|Reader_Insight__c|true|false
16:16:32.0 (79053215)|VARIABLE_ASSIGNMENT|[122]|Checklist|{"Id":"a1J2t000002JSngEAG","Options__c":"Male;Female","Answer_Type__c":"Single","Question__c":"Gender"}|0x751b9ff4
16:16:32.0 (79060186)|STATEMENT_EXECUTE|[122]
16:16:32.0 (79080596)|STATEMENT_EXECUTE|[123]
16:16:32.0 (79082815)|STATEMENT_EXECUTE|[124]
16:16:32.0 (79100717)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:16:32.0 (79108296)|STATEMENT_EXECUTE|[125]
16:16:32.0 (79115296)|VARIABLE_ASSIGNMENT|[122]|Checklist|null|
